transaction_id,date,customer_id,product,quantity,amount
1187,2024-02-21,CUST0420,Tool Pro,4,280.66
1188,2024-08-13,CUST0090,Tool Pro,14,392.04
1189,2024-02-21,CUST0328,Gadget X,5,429.06
1190,2024-09-26,CUST0254,Widget B,1,463.56
1191,2024-08-21,CUST0225,Tool Lite,6,200.62
1192,2024-01-08,CUST0006,Widget B,5,365.6
1193,2024-03-14,CUST0104,Tool Lite,8,96.85
1194,2024-07-28,CUST0436,Gadget X,6,331.49
1195,2024-12-01,CUST0337,Widget A,17,16.96
1196,2024-03-20,CUST0477,Widget A,18,220.46
1197,2024-02-08,CUST0412,Gadget X,7,171.1
1198,2024-08-28,CUST0266,Tool Pro,16,130.34
1199,2024-05-15,CUST0147,Widget C,16,245.13
1200,2024-06-22,CUST0100,Widget C,10,58.74
1201,2024-11-15,CUST0018,Gadget Y,10,466.23
1202,2024-12-20,CUST0402,Tool Pro,4,368.2
1203,2024-07-22,CUST0307,Gadget X,19,92.82
1204,2024-11-28,CUST0262,Tool Lite,16,153.24
1205,2024-02-11,CUST0265,Tool Pro,12,135.98
1206,2024-06-17,CUST0358,Gadget X,9,89.31
1207,2024-12-11,CUST0119,Gadget Y,13,218.96
1208,2024-09-30,CUST0315,Tool Lite,13,367.29
1209,2024-07-13,CUST0087,Widget C,4,187.1
1210,2024-06-11,CUST0346,Widget C,15,384.9
1211,2024-11-16,CUST0019,Tool Lite,14,151.5
1212,2024-09-06,CUST0185,Tool Lite,14,498.96
1213,2024-10-04,CUST0123,Widget B,5,348.86
1214,2024-01-19,CUST0336,Widget B,1,323.12
1215,2024-11-12,CUST0001,Widget B,10,47.35
1216,2024-02-05,CUST0500,Widget A,15,86.23
1217,2024-04-30,CUST0081,Tool Pro,4,69.51
1218,2024-11-19,CUST0045,Gadget Y,19,469.18
1219,2024-12-16,CUST0142,Widget C,13,477.26
1220,2024-05-27,CUST0400,Tool Lite,1,42.33
1221,2024-04-26,CUST0205,Tool Pro,19,387.47
1222,2024-02-16,CUST0181,Widget A,10,381.64
1223,2024-08-10,CUST0343,Gadget X,2,142.33
1224,2024-02-20,CUST0203,Gadget Y,20,97.7
1225,2024-11-20,CUST0208,Widget A,15,384.8
1226,2024-12-26,CUST0301,Widget A,2,175.39
1227,2024-02-21,CUST0103,Gadget X,12,255.23
1228,2024-08-15,CUST0266,Widget A,5,419.24
1229,2024-03-26,CUST0008,Widget A,15,271.95
1230,2024-12-21,CUST0378,Widget B,15,260.28
1231,2024-06-02,CUST0361,Tool Pro,9,245.81
1232,2024-01-15,CUST0036,Gadget X,1,311.04
1233,2024-01-24,CUST0471,Gadget X,6,394.89
1234,2024-06-15,CUST0047,Tool Pro,12,184.57
1235,2024-01-29,CUST0282,Gadget X,17,55.09
1236,2024-05-30,CUST0146,Tool Lite,17,96.44
1237,2024-07-02,CUST0372,Tool Pro,7,405.23
1238,2024-07-10,CUST0425,Tool Pro,12,277.2
1239,2024-08-08,CUST0287,Gadget Y,17,132.64
1240,2024-03-15,CUST0469,Tool Pro,13,18.93
1241,2024-05-05,CUST0299,Gadget X,17,457.8
1242,2024-09-28,CUST0179,Widget C,3,404.14
1243,2024-07-29,CUST0178,Gadget Y,6,398.72
1244,2024-10-16,CUST0494,Tool Lite,5,52.35
1245,2024-12-15,CUST0418,Gadget Y,12,41.08
1246,2024-04-02,CUST0142,Widget C,19,81.45
1247,2024-03-28,CUST0116,Tool Pro,11,88.57
1248,2024-03-30,CUST0311,Tool Pro,15,409.46
1249,2024-02-10,CUST0494,Tool Pro,5,272.06
1250,2024-11-08,CUST0100,Tool Pro,9,244.56
1251,2024-07-14,CUST0233,Gadget X,10,463.11
1252,2024-11-13,CUST0477,Tool Lite,13,319.47
1253,2024-12-15,CUST0207,Widget C,3,24.6
1254,2024-05-03,CUST0295,Widget A,16,428.22
1255,2024-09-11,CUST0003,Widget B,13,398.41
1256,2024-10-25,CUST0134,Widget B,16,221.88
1257,2024-03-14,CUST0090,Widget A,20,405.56
1258,2024-04-28,CUST0209,Widget B,6,390.17
1259,2024-08-24,CUST0260,Widget A,19,207.21
1260,2024-11-22,CUST0055,Tool Lite,17,92.09
1261,2024-05-10,CUST0287,Widget A,17,314.33
1262,2024-08-23,CUST0038,Tool Pro,9,246.88
1263,2024-05-10,CUST0258,Widget B,5,297.31
1264,2024-12-07,CUST0151,Tool Lite,11,351.7
1265,2024-01-05,CUST0175,Widget A,19,488.31
1266,2024-08-26,CUST0485,Widget B,19,374.88
1267,2024-05-27,CUST0060,Gadget X,12,418.91
1268,2024-12-12,CUST0412,Tool Pro,19,467.56
1269,2024-10-06,CUST0263,Widget B,20,392.58
1270,2024-03-21,CUST0490,Tool Pro,13,283.15
1271,2024-02-07,CUST0132,Widget B,3,234.35
1272,2024-08-14,CUST0449,Gadget X,2,167.88
1273,2024-06-25,CUST0276,Tool Lite,1,190.75
1274,2024-10-27,CUST0417,Tool Pro,6,450.99
1275,2024-06-02,CUST0407,Tool Lite,8,27.83
1276,2024-11-23,CUST0295,Tool Lite,4,102.16
1277,2024-08-05,CUST0129,Gadget Y,4,289.76
1278,2024-12-19,CUST0356,Widget B,16,18.39
1279,2024-05-08,CUST0227,Widget A,16,335.64
1280,2024-08-21,CUST0495,Widget C,11,192.54
1281,2024-06-03,CUST0194,Tool Lite,8,175.98
1282,2024-04-11,CUST0289,Gadget X,8,377.37
1283,2024-07-15,CUST0248,Widget B,4,13.64
1284,2024-09-04,CUST0395,Gadget X,6,164.43
1285,2024-02-24,CUST0125,Gadget X,13,237.11
1286,2024-05-01,CUST0388,Widget A,14,75.7
1287,2024-07-14,CUST0174,Widget A,3,57.03
1288,2024-10-19,CUST0493,Widget B,2,265.05
1289,2024-07-02,CUST0398,Widget B,20,385.4
1290,2024-10-21,CUST0235,Tool Pro,9,300.51
1291,2024-05-31,CUST0349,Tool Pro,4,241.98
1292,2024-12-24,CUST0236,Gadget X,2,281.26
1293,2024-05-31,CUST0460,Gadget X,3,280.29
1294,2024-01-12,CUST0301,Gadget X,15,383.18
1295,2024-12-03,CUST0442,Widget A,12,68.68
1296,2024-07-21,CUST0015,Tool Lite,20,407.31
1297,2024-05-20,CUST0247,Gadget X,1,395.21
1298,2024-01-05,CUST0060,Gadget Y,6,322.66
1299,2024-10-16,CUST0133,Widget B,11,130.56
1300,2024-12-17,CUST0035,Widget B,4,273.17
1301,2024-01-26,CUST0196,Widget C,15,218.56
1302,2024-11-06,CUST0325,Gadget Y,13,29.08
1303,2024-09-11,CUST0404,Tool Lite,5,62.22
1304,2024-05-26,CUST0113,Tool Lite,19,470.13
1305,2024-04-27,CUST0347,Gadget X,18,335.76
1306,2024-11-06,CUST0360,Widget A,7,499.22
1307,2024-06-29,CUST0118,Widget C,7,350.99
1308,2024-04-22,CUST0410,Widget A,9,409.69
1309,2024-11-21,CUST0162,Widget A,16,499.65
1310,2024-04-07,CUST0212,Tool Pro,15,147.53
1311,2024-11-13,CUST0490,Tool Lite,10,426.37
1312,2024-05-08,CUST0181,Tool Pro,8,490.84
1313,2024-12-13,CUST0265,Gadget X,7,487.81
1314,2024-12-03,CUST0275,Gadget X,6,188.25
1315,2024-12-14,CUST0005,Tool Lite,14,254.16
1316,2024-03-11,CUST0359,Gadget X,17,371.93
1317,2024-11-17,CUST0427,Tool Pro,7,209.37
1318,2024-02-19,CUST0135,Gadget Y,3,22.81
1319,2024-11-17,CUST0128,Gadget Y,19,149.73
1320,2024-11-26,CUST0148,Tool Pro,1,100.54
1321,2024-01-21,CUST0048,Gadget Y,4,55.61
1322,2024-06-07,CUST0205,Widget C,7,77.34
1323,2024-08-13,CUST0345,Widget A,2,267.23
1324,2024-01-18,CUST0384,Gadget X,5,303.78
1325,2024-10-23,CUST0421,Gadget X,1,59.06
1326,2024-07-05,CUST0176,Gadget X,12,65.55
1327,2024-03-08,CUST0039,Gadget Y,14,487.57
1328,2024-02-16,CUST0284,Gadget Y,19,386.32
1329,2024-05-31,CUST0477,Tool Pro,18,165.97
1330,2024-06-16,CUST0092,Gadget Y,3,70.63
1331,2024-07-31,CUST0244,Tool Pro,11,292.44
1332,2024-03-30,CUST0161,Tool Lite,6,295.29
1333,2024-04-12,CUST0182,Tool Lite,17,48.63
1334,2024-03-08,CUST0112,Gadget X,16,34.05
1335,2024-10-03,CUST0458,Widget B,7,162.63
1336,2024-07-06,CUST0294,Tool Pro,7,382.71
1337,2024-09-28,CUST0138,Widget A,19,379.87
1338,2024-09-13,CUST0094,Gadget Y,16,457.36
1339,2024-05-19,CUST0485,Widget A,17,49.03
1340,2024-03-25,CUST0383,Gadget X,12,359.28
1341,2024-05-11,CUST0350,Gadget Y,12,468.25
1342,2024-09-03,CUST0477,Widget C,20,436.45
1343,2024-05-31,CUST0466,Gadget Y,18,277.57
1344,2024-06-22,CUST0098,Widget A,5,454.1
1345,2024-02-28,CUST0256,Widget C,3,332.37
1346,2024-08-27,CUST0378,Tool Pro,15,59.21
1347,2024-02-08,CUST0103,Gadget X,14,207.79
1348,2024-03-13,CUST0121,Gadget X,13,466.09
1349,2024-04-25,CUST0377,Widget A,3,162.83
1350,2024-12-12,CUST0124,Gadget X,19,440.2
1351,2024-12-11,CUST0447,Gadget Y,3,55.55
1352,2024-07-22,CUST0136,Tool Pro,5,173.3
1353,2024-10-12,CUST0106,Widget C,17,373.14
1354,2024-07-06,CUST0118,Gadget X,10,77.08
1355,2024-02-16,CUST0104,Tool Pro,4,56.21
1356,2024-07-21,CUST0428,Gadget X,4,472.9
1357,2024-01-08,CUST0128,Widget A,16,11.96
1358,2024-05-15,CUST0429,Widget B,8,446.79
1359,2024-10-01,CUST0317,Widget C,2,30.84
1360,2024-03-04,CUST0183,Tool Pro,20,406.66
1361,2024-08-20,CUST0080,Widget B,18,208.93
1362,2024-07-07,CUST0399,Gadget X,11,62.38
1363,2024-12-10,CUST0055,Widget C,1,87.82
1364,2024-12-10,CUST0062,Gadget X,8,470.43
1365,2024-05-14,CUST0472,Widget B,10,448.56
1366,2024-10-26,CUST0041,Gadget Y,9,131.31
1367,2024-07-14,CUST0347,Widget B,13,173.69
1368,2024-11-22,CUST0490,Gadget Y,12,100.71
1369,2024-07-09,CUST0340,Tool Pro,3,459.9
1370,2024-02-25,CUST0253,Widget C,6,353.34
1371,2024-12-11,CUST0315,Gadget Y,10,60.9
1372,2024-04-29,CUST0004,Tool Lite,3,408.0
1373,2024-08-29,CUST0392,Tool Lite,18,240.45
1374,2024-01-13,CUST0439,Tool Pro,19,367.09
1375,2024-11-13,CUST0278,Tool Pro,8,72.06
1376,2024-10-14,CUST0491,Gadget X,17,371.55
1377,2024-06-16,CUST0022,Widget B,20,412.87
1378,2024-11-08,CUST0435,Widget C,17,344.4
1379,2024-04-23,CUST0247,Tool Pro,10,126.91
1380,2024-11-27,CUST0191,Tool Pro,13,209.88
1381,2024-02-02,CUST0318,Gadget X,20,343.89
1382,2024-11-21,CUST0162,Gadget X,2,438.79
1383,2024-08-25,CUST0253,Tool Lite,18,292.58
1384,2024-12-24,CUST0460,Tool Pro,4,367.63
1385,2024-06-03,CUST0452,Tool Pro,19,422.5
1386,2024-11-28,CUST0460,Tool Pro,16,251.4
1387,2024-07-28,CUST0295,Widget C,9,126.58
1388,2024-02-29,CUST0445,Tool Lite,1,220.56
1389,2024-03-12,CUST0141,Gadget X,2,310.5
1390,2024-01-24,CUST0252,Tool Lite,11,200.34
1391,2024-01-20,CUST0094,Tool Lite,14,414.26
1392,2024-06-04,CUST0392,Widget B,9,153.43
1393,2024-09-09,CUST0469,Gadget Y,7,76.74
1394,2024-02-29,CUST0262,Widget B,11,487.12
1395,2024-02-19,CUST0144,Widget C,2,211.66
1396,2024-04-30,CUST0204,Tool Pro,5,293.38
1397,2024-10-02,CUST0114,Tool Pro,7,141.99
1398,2024-03-10,CUST0385,Widget A,18,312.03
1399,2024-07-17,CUST0296,Tool Pro,11,445.89
1400,2024-08-20,CUST0066,Gadget X,2,356.38
1401,2024-07-08,CUST0028,Widget B,8,134.95
1402,2024-12-09,CUST0270,Widget B,16,306.58
1403,2024-12-22,CUST0410,Widget B,3,10.71
1404,2024-10-03,CUST0217,Widget B,19,66.16
1405,2024-08-02,CUST0245,Gadget Y,20,299.46
1406,2024-10-27,CUST0482,Gadget X,2,375.92
1407,2024-03-20,CUST0277,Widget A,12,348.74
1408,2024-07-31,CUST0017,Tool Lite,3,292.54
1409,2024-12-01,CUST0258,Gadget X,14,409.08
1410,2024-02-20,CUST0178,Gadget X,20,294.3
1411,2024-09-07,CUST0202,Widget C,20,483.92
1412,2024-11-11,CUST0441,Widget B,3,131.9
1413,2024-07-27,CUST0352,Widget B,18,358.42
1414,2024-05-23,CUST0398,Gadget Y,16,123.12
1415,2024-01-17,CUST0090,Widget A,5,132.5
1416,2024-12-19,CUST0235,Widget A,9,32.82
1417,2024-07-08,CUST0500,Widget C,2,45.38
1418,2024-04-21,CUST0062,Widget C,4,203.41
1419,2024-08-15,CUST0358,Widget C,2,482.96
1420,2024-08-15,CUST0266,Tool Pro,16,145.51
1421,2024-04-30,CUST0236,Widget B,17,65.18
1422,2024-07-04,CUST0162,Widget B,8,11.38
1423,2024-02-20,CUST0353,Tool Lite,12,113.0
1424,2024-12-17,CUST0005,Tool Lite,14,64.28
1425,2024-07-07,CUST0007,Gadget Y,16,351.15
1426,2024-10-05,CUST0346,Widget A,10,212.54
1427,2024-11-26,CUST0108,Tool Lite,8,177.26
1428,2024-07-02,CUST0195,Widget A,1,229.07
1429,2024-02-01,CUST0298,Widget C,2,82.02
1430,2024-07-22,CUST0052,Gadget X,1,327.5
1431,2024-05-21,CUST0167,Widget A,7,70.39
1432,2024-04-07,CUST0186,Gadget Y,18,190.69
1433,2024-03-03,CUST0314,Widget B,20,488.85
1434,2024-08-20,CUST0442,Widget A,13,195.58
1435,2024-02-16,CUST0133,Gadget Y,1,264.24
1436,2024-12-05,CUST0096,Widget B,18,144.78
1437,2024-04-18,CUST0281,Gadget X,16,334.93
1438,2024-11-24,CUST0135,Widget C,2,430.3
1439,2024-11-23,CUST0122,Widget C,13,81.5
1440,2024-11-01,CUST0138,Tool Lite,13,200.71
1441,2024-01-11,CUST0242,Widget C,5,102.12
1442,2024-01-26,CUST0491,Tool Lite,14,336.27
1443,2024-06-19,CUST0314,Widget A,14,473.91
1444,2024-05-04,CUST0176,Tool Lite,18,128.96
1445,2024-03-05,CUST0188,Gadget Y,5,249.57
1446,2024-10-16,CUST0095,Widget C,4,144.21
1447,2024-04-15,CUST0256,Widget B,15,33.98
1448,2024-02-05,CUST0218,Tool Lite,4,11.5
1449,2024-10-10,CUST0108,Tool Pro,20,237.16
1450,2024-04-16,CUST0215,Tool Lite,12,40.09
1451,2024-10-27,CUST0359,Gadget Y,12,445.58
1452,2024-04-20,CUST0386,Gadget Y,7,39.2
1453,2024-04-29,CUST0191,Tool Pro,11,234.79
1454,2024-06-17,CUST0187,Widget A,14,151.65
1455,2024-03-16,CUST0438,Tool Pro,2,212.57
1456,2024-11-01,CUST0206,Widget A,8,441.84
1457,2024-01-02,CUST0144,Gadget X,8,78.94
1458,2024-05-21,CUST0231,Tool Lite,3,146.87
1459,2024-03-15,CUST0093,Gadget X,19,218.81
1460,2024-03-07,CUST0293,Tool Lite,1,16.75
1461,2024-10-03,CUST0068,Tool Lite,8,394.99
1462,2024-05-08,CUST0295,Widget A,14,269.5
1463,2024-03-30,CUST0352,Widget A,18,297.38
1464,2024-02-26,CUST0118,Tool Lite,19,180.44
1465,2024-12-04,CUST0417,Gadget Y,2,325.68
1466,2024-01-14,CUST0052,Gadget Y,1,230.18
1467,2024-03-08,CUST0370,Tool Lite,8,347.33
1468,2024-01-08,CUST0139,Tool Lite,2,145.05
1469,2024-07-02,CUST0412,Widget A,3,243.65
1470,2024-05-01,CUST0121,Tool Lite,2,201.39
1471,2024-10-28,CUST0285,Gadget Y,5,88.62
1472,2024-06-14,CUST0222,Widget A,15,118.08
1473,2024-01-09,CUST0439,Gadget Y,6,453.36
1474,2024-03-30,CUST0196,Widget A,10,18.4
1475,2024-05-15,CUST0101,Widget B,2,124.87
1476,2024-01-27,CUST0075,Tool Pro,11,248.09
1477,2024-03-05,CUST0410,Widget A,12,117.25
1478,2024-08-03,CUST0492,Tool Lite,20,474.77
1479,2024-09-26,CUST0379,Widget B,8,259.75
1480,2024-02-28,CUST0077,Widget C,10,467.65
1481,2024-02-02,CUST0243,Widget B,5,63.81
1482,2024-08-31,CUST0413,Tool Pro,20,363.41
1483,2024-08-17,CUST0005,Widget C,13,265.79
1484,2024-07-04,CUST0091,Tool Pro,16,348.05
1485,2024-09-19,CUST0216,Gadget X,4,143.19
1486,2024-10-30,CUST0256,Tool Lite,3,332.56
1487,2024-02-25,CUST0069,Gadget Y,3,401.74
1488,2024-08-19,CUST0458,Gadget X,9,375.74
1489,2024-09-14,CUST0435,Tool Pro,18,19.95
1490,2024-04-23,CUST0323,Tool Lite,7,287.91
1491,2024-11-10,CUST0265,Widget A,16,443.56
1492,2024-01-23,CUST0274,Widget B,12,128.2
1493,2024-12-03,CUST0369,Tool Pro,8,148.58
1494,2024-09-23,CUST0162,Widget C,15,406.76
1495,2024-06-03,CUST0403,Widget C,10,381.29
1496,2024-08-22,CUST0250,Tool Lite,12,337.54
1497,2024-11-25,CUST0154,Widget B,18,282.42
1498,2024-01-16,CUST0129,Widget A,10,310.66
1499,2024-02-01,CUST0288,Tool Lite,8,401.51
1500,2024-09-02,CUST0440,Widget B,17,269.66
1501,2024-07-24,CUST0291,Gadget X,9,99.64
1502,2024-08-06,CUST0025,Gadget X,11,253.55
1503,2024-12-17,CUST0204,Tool Lite,18,268.88
1504,2024-02-25,CUST0051,Tool Lite,17,83.06
1505,2024-09-08,CUST0354,Widget A,4,19.59
1506,2024-12-30,CUST0084,Widget B,2,386.56
1507,2024-08-15,CUST0031,Tool Lite,12,387.15
1508,2024-02-07,CUST0111,Tool Lite,14,215.67
1509,2024-02-11,CUST0417,Gadget X,20,177.24
1510,2024-06-13,CUST0131,Widget C,16,245.7
1511,2024-11-07,CUST0244,Widget C,9,101.81
1512,2024-03-16,CUST0430,Gadget Y,3,368.98
1513,2024-02-03,CUST0323,Widget B,7,363.23
1514,2024-03-05,CUST0050,Widget A,5,218.18
1515,2024-05-20,CUST0231,Widget C,17,351.05
1516,2024-11-15,CUST0382,Widget C,8,143.25
1517,2024-11-20,CUST0172,Tool Pro,10,107.74
1518,2024-10-26,CUST0134,Tool Lite,18,206.96
1519,2024-10-07,CUST0185,Gadget X,7,422.54
1520,2024-12-30,CUST0185,Widget C,4,304.77
1521,2024-06-15,CUST0287,Tool Pro,12,286.37
1522,2024-07-14,CUST0286,Tool Pro,5,57.08
1523,2024-11-01,CUST0478,Widget B,2,241.21
1524,2024-09-28,CUST0415,Widget B,8,106.17
1525,2024-05-30,CUST0132,Tool Lite,15,129.99
1526,2024-08-20,CUST0177,Tool Lite,15,32.44
1527,2024-09-15,CUST0011,Gadget Y,4,174.71
1528,2024-11-05,CUST0211,Gadget X,1,240.98
1529,2024-08-08,CUST0063,Tool Lite,16,128.17
1530,2024-02-20,CUST0180,Widget B,2,173.38
1531,2024-12-25,CUST0445,Widget B,9,121.51
1532,2024-02-28,CUST0348,Tool Lite,9,479.18
1533,2024-12-01,CUST0494,Gadget X,19,18.05
1534,2024-11-29,CUST0311,Gadget X,13,47.37
1535,2024-10-09,CUST0102,Gadget X,10,286.93
1536,2024-04-20,CUST0296,Gadget X,3,77.13
1537,2024-08-08,CUST0295,Tool Lite,2,211.26
1538,2024-08-19,CUST0333,Gadget Y,9,31.5
1539,2024-04-26,CUST0333,Tool Lite,20,238.87
1540,2024-07-30,CUST0276,Tool Pro,13,272.14
1541,2024-06-22,CUST0090,Widget C,16,371.92
1542,2024-08-20,CUST0400,Widget A,1,60.28
1543,2024-07-23,CUST0146,Gadget X,13,494.99
1544,2024-07-31,CUST0182,Widget B,13,278.8
1545,2024-02-18,CUST0167,Tool Lite,15,362.03
1546,2024-06-09,CUST0345,Widget A,2,118.16
1547,2024-08-06,CUST0262,Tool Pro,8,115.12
1548,2024-06-09,CUST0250,Tool Lite,7,191.73
1549,2024-12-06,CUST0397,Gadget Y,13,27.94
1550,2024-05-10,CUST0378,Widget A,6,15.73
1551,2024-07-10,CUST0229,Widget A,14,297.87
1552,2024-03-19,CUST0456,Widget C,18,68.94
1553,2024-12-17,CUST0041,Widget C,2,147.4
1554,2024-08-30,CUST0196,Gadget X,10,298.43
1555,2024-02-04,CUST0315,Tool Lite,2,230.42
1556,2024-02-16,CUST0147,Widget B,18,112.45
1557,2024-02-13,CUST0238,Gadget X,12,177.0
1558,2024-02-17,CUST0324,Widget A,1,125.99
1559,2024-08-09,CUST0490,Gadget X,20,68.2
1560,2024-02-19,CUST0075,Tool Lite,11,404.65
1561,2024-07-09,CUST0445,Widget A,9,397.64
1562,2024-03-07,CUST0086,Tool Pro,19,273.08
1563,2024-10-11,CUST0328,Tool Pro,7,318.26
1564,2024-01-31,CUST0414,Widget B,1,382.85
1565,2024-10-27,CUST0476,Gadget Y,11,31.64
1566,2024-10-14,CUST0173,Widget A,20,347.61
1567,2024-10-14,CUST0216,Tool Pro,14,275.13
1568,2024-06-17,CUST0324,Tool Pro,14,332.08
1569,2024-12-09,CUST0314,Tool Lite,2,350.98
1570,2024-03-03,CUST0293,Tool Pro,4,13.11
1571,2024-07-29,CUST0208,Gadget Y,18,422.6
1572,2024-06-30,CUST0435,Widget C,13,410.36
1573,2024-12-06,CUST0465,Gadget X,10,116.02
1574,2024-08-04,CUST0037,Gadget X,18,211.79
1575,2024-01-27,CUST0041,Tool Pro,15,172.06
1576,2024-05-27,CUST0083,Tool Pro,14,53.47
1577,2024-11-03,CUST0176,Gadget Y,19,295.61
1578,2024-06-08,CUST0117,Tool Lite,19,463.16
1579,2024-06-29,CUST0161,Widget C,17,146.06
1580,2024-02-23,CUST0163,Tool Pro,9,219.28
1581,2024-10-22,CUST0335,Tool Pro,6,180.99
1582,2024-09-16,CUST0150,Widget C,13,184.88
1583,2024-04-18,CUST0364,Widget C,15,231.65
1584,2024-03-20,CUST0137,Widget A,8,351.01
1585,2024-12-02,CUST0310,Tool Lite,5,23.18
1586,2024-09-03,CUST0331,Widget C,1,57.78
1587,2024-04-24,CUST0203,Gadget Y,9,317.33
1588,2024-02-25,CUST0139,Gadget Y,9,20.47
1589,2024-06-28,CUST0455,Widget B,3,144.88
1590,2024-10-11,CUST0228,Tool Pro,8,94.31
1591,2024-07-07,CUST0400,Gadget X,18,86.91
1592,2024-02-28,CUST0442,Gadget X,10,371.36
1593,2024-05-22,CUST0481,Tool Pro,11,368.9
1594,2024-10-20,CUST0186,Widget B,19,105.97
1595,2024-04-25,CUST0383,Gadget Y,13,112.44
1596,2024-08-07,CUST0301,Gadget Y,2,74.99
1597,2024-10-14,CUST0267,Tool Lite,20,235.82
1598,2024-11-14,CUST0495,Gadget Y,9,334.21
1599,2024-11-10,CUST0231,Tool Pro,12,120.56
1600,2024-12-11,CUST0212,Gadget X,9,75.91
1601,2024-11-25,CUST0086,Tool Pro,9,67.76
1602,2024-10-12,CUST0095,Widget C,20,457.0
1603,2024-01-14,CUST0438,Tool Lite,1,110.04
1604,2024-11-07,CUST0012,Tool Lite,4,317.29
1605,2024-12-02,CUST0065,Tool Pro,10,441.28
1606,2024-12-21,CUST0373,Gadget X,19,156.8
1607,2024-05-16,CUST0121,Tool Lite,11,346.51
1608,2024-01-15,CUST0339,Widget B,9,85.43
1609,2024-04-02,CUST0129,Widget C,6,41.0
1610,2024-05-19,CUST0482,Widget A,15,451.57
1611,2024-12-25,CUST0381,Widget A,15,242.13
1612,2024-06-07,CUST0359,Gadget Y,1,13.74
1613,2024-06-22,CUST0384,Widget C,15,193.52
1614,2024-06-28,CUST0041,Gadget X,1,271.18
1615,2024-01-04,CUST0108,Tool Pro,15,345.38
1616,2024-04-02,CUST0086,Tool Pro,2,447.52
1617,2024-03-14,CUST0204,Tool Pro,12,63.18
1618,2024-10-16,CUST0053,Widget B,16,384.56
1619,2024-12-02,CUST0049,Gadget Y,18,113.77
1620,2024-07-24,CUST0033,Gadget Y,7,85.33
1621,2024-02-05,CUST0480,Widget C,14,63.14
1622,2024-03-13,CUST0450,Widget B,2,122.34
1623,2024-11-20,CUST0243,Widget A,19,408.17
1624,2024-01-16,CUST0281,Gadget Y,3,140.41
1625,2024-02-16,CUST0028,Gadget Y,9,264.93
1626,2024-09-28,CUST0014,Widget C,20,281.95
1627,2024-04-20,CUST0395,Gadget Y,18,341.8
1628,2024-07-11,CUST0204,Widget C,11,475.48
1629,2024-08-02,CUST0269,Tool Lite,3,466.71
1630,2024-08-20,CUST0392,Tool Pro,15,450.5
1631,2024-06-23,CUST0043,Widget B,6,459.4
1632,2024-03-21,CUST0054,Widget A,9,492.36
1633,2024-07-08,CUST0135,Widget A,9,444.33
1634,2024-06-08,CUST0317,Tool Lite,9,87.12
1635,2024-06-15,CUST0080,Gadget Y,16,498.64
1636,2024-10-17,CUST0044,Gadget Y,5,271.1
1637,2024-11-01,CUST0336,Widget C,8,287.97
1638,2024-02-13,CUST0477,Widget B,6,477.27
1639,2024-01-27,CUST0454,Tool Lite,5,218.19
1640,2024-03-20,CUST0200,Tool Lite,20,309.36
1641,2024-03-21,CUST0159,Widget C,2,399.41
1642,2024-11-12,CUST0118,Tool Pro,8,146.8
1643,2024-01-26,CUST0127,Gadget X,4,137.51
1644,2024-12-11,CUST0378,Gadget Y,2,114.93
1645,2024-02-11,CUST0146,Widget A,6,369.37
1646,2024-05-19,CUST0227,Tool Pro,17,388.19
1647,2024-08-14,CUST0321,Widget A,15,19.81
1648,2024-12-04,CUST0065,Tool Lite,19,208.85
1649,2024-08-05,CUST0068,Widget C,11,194.01
1650,2024-09-05,CUST0270,Widget C,2,272.37
1651,2024-11-06,CUST0430,Tool Pro,18,464.35
1652,2024-08-14,CUST0088,Gadget Y,8,438.62
1653,2024-07-31,CUST0015,Widget C,2,66.52
1654,2024-05-19,CUST0018,Widget A,9,350.31
1655,2024-04-20,CUST0340,Widget A,9,451.41
1656,2024-09-19,CUST0183,Tool Lite,1,122.57
1657,2024-02-28,CUST0441,Tool Pro,12,353.13
1658,2024-06-25,CUST0469,Widget A,18,475.29
1659,2024-08-08,CUST0167,Gadget X,2,65.45
1660,2024-02-26,CUST0443,Widget C,20,244.87
1661,2024-05-25,CUST0244,Gadget Y,8,455.57
1662,2024-12-13,CUST0240,Tool Pro,12,294.52
1663,2024-12-13,CUST0500,Widget A,4,371.43
1664,2024-10-30,CUST0446,Gadget X,3,76.26
1665,2024-09-06,CUST0277,Widget C,17,263.8
1666,2024-09-26,CUST0479,Widget B,15,274.12
1667,2024-12-07,CUST0140,Tool Lite,4,123.58
1668,2024-06-06,CUST0281,Tool Pro,17,71.95
1669,2024-01-24,CUST0228,Gadget Y,3,454.92
1670,2024-04-22,CUST0070,Gadget Y,8,259.12
1671,2024-07-21,CUST0497,Tool Pro,7,307.38
1672,2024-11-02,CUST0486,Tool Pro,11,443.37
1673,2024-01-29,CUST0358,Tool Pro,19,128.33
1674,2024-01-04,CUST0277,Gadget Y,12,280.62
1675,2024-04-14,CUST0091,Tool Lite,14,176.16
1676,2024-06-03,CUST0303,Gadget Y,3,273.41
1677,2024-04-18,CUST0306,Widget B,14,137.23
1678,2024-03-11,CUST0234,Widget C,10,172.72
1679,2024-05-10,CUST0324,Widget C,5,76.73
1680,2024-05-28,CUST0384,Widget C,1,97.37
1681,2024-06-16,CUST0326,Tool Pro,11,219.58
1682,2024-03-02,CUST0450,Tool Lite,20,426.62
1683,2024-01-04,CUST0289,Tool Lite,12,110.6
